"idade_posse","valor_total_declarado","nome_completo","municipio","partido","uf_nascimento","genero","grau_instrucao","estado_civil","declar_racial","reeleicao","declar_bens","situacao"
31,1331.4,"CARLOS MELO LIMA JUNIOR","AUGUSTO CORRÊA","MDB","PA","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
31,200,"JOÃO MARCOS FERREIRA NOGUEIRA","CURUÁ","REPUBLICANOS","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
57,100,"IZAQUE PUREZA DE LIMA","LIMOEIRO DO AJURU","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,3630,"LARISSA FERREIRA DE AZEVEDO","CAMETÁ","MDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,644.27,"JAIEL DE ABREU LIMA","PRAINHA","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
30,2300,"WENDY BRENO RODRIGUES PALHETA","VIGIA","PSD","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
31,3448.8,"CHARLES GUTIERE MARTINS DE MELO","OURILÂNDIA DO NORTE","PL","GO","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
31,800,"RAFAEL PEREIRA CORDEIRO","IRITUIA","PTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
36,219.9,"JAIRO DA COSTA MENDES","MONTE ALEGRE","PROS","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
30,500,"MARCOS SILVA ROSARIO","AUGUSTO CORRÊA","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
36,1022.02,"ROBERTO DA SILVA SOUSA","PIÇARRA","PT","MA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
46,2774.8,"TITO OLIVEIRA DOS SANTOS","OURILÂNDIA DO NORTE","PSC","TO","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
32,5000,"DEYVID SILVA DA COSTA","CHAVES","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
35,2090,"MOZAIR PEREIRA DA SILVA","SÃO FÉLIX DO XINGU","PSD","GO","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
33,3667,"JOSIVALDO SANTOS DA SILVA","TUCUMÃ","PSB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,300,"RODRIGO SALGADO NOVAES","SALVATERRA","MDB","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PRETA","S","S","ELEITO"
32,200,"NAYANE DA SILVA SANTOS","PRAINHA","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
41,2150.45,"JARBAS GOMES DE ABREU","REDENÇÃO","PODE","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","SEM INFORMAÇÃO","N","S","NÃO ELEITO"
32,4667.1,"JOEL MENDES ALVES","BARCARENA","PTC","PA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
37,550,"RAIMUNDO ENNIS REIS DE SOUSA","TRACUATEUA","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","S","S","ELEITO"
36,50578.7,"GLEBSON CAVALCANTE DA SILVA","BELÉM","REPUBLICANOS","RN","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
38,2124.38,"JOSE SABINO CLEMENTINO DA SILVA","TRAIRÃO","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
29,5344.28,"NADIA NYALLA DOS SANTOS BRAGA","NOVO REPARTIMENTO","PDT","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
31,641.35,"MARIA LILIANE VERA DE OLIVEIRA","NOVA ESPERANÇA DO PIRIÁ","MDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
30,3604.7,"ANA PAULA STRAPAZZON","OURILÂNDIA DO NORTE","PSC","PA","FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
33,3333.34,"KLEITON ANTÔNIO SOUSA DA SILVA","IPIXUNA DO PARÁ","DEM","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,1000,"ANDERSON CLAYTON AMARAL TRINDADE","ACARÁ","PODE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","BRANCA","S","S","NÃO ELEITO"
32,160,"MAICOM GIDEON RODRIGUES FREIRE","URUARÁ","PROS","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
31,2300,"PATRÍCIA DA SILVA CAMELO","CONCÓRDIA DO PARÁ","REPUBLICANOS","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
21,2343.9,"VITORIA RAYSSA MACHADO RODRIGUES ARAUJO","RONDON DO PARÁ","PSD","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
36,799.45,"ANDERSON BAH MARTINS","BARCARENA","REPUBLICANOS","RS","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","BRANCA","N","N","NÃO ELEITO"
33,275,"ERISVALDO BEZERRA DA SILVA","ELDORADO DOS CARAJÁS","PDT","MA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
31,1265,"JEFFERSON SILVA IDEISTA","ABEL FIGUEIREDO","MDB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
32,1870,"ANDREY MACHADO SIQUEIRA","MARACANÃ","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
33,79.9,"CLEUDENICE LIMA DE CASTRO","IPIXUNA DO PARÁ","PSC","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
75,16000,"WALFIR ARAUJO PEREIRA","CASTANHAL","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
52,2814.19,"MELQUISEDEC CRUZ GONÇALVES","TAILÂNDIA","MDB","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
24,10032.24,"DIEGO ALMEIDA DE SOUSA","ANAPU","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
32,1000,"RENATO RABELO CUNHA","SALINÓPOLIS","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
33,2700.01,"VILTEMBERG MEDEIROS ALVES","ULIANÓPOLIS","PSDB","MA","MASCULINO","LÊ E ESCREVE","CASADO(A)","PARDA","N","N","NÃO ELEITO"
37,607,"ADILAILTON DOS SANTOS SILVA","CAPANEMA","PSB","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
32,704.81,"ROMERITO FERREIRA DA CUNHA","JACUNDÁ","PDT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
39,173.5,"INOCENCIO ALVES DE CASTRO JUNIOR","TUCURUÍ","PV","CE","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
46,6995.12,"EDINA RIBEIRO ALVES","PLACAS","PSDB","MA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,3120,"ADRIANA DA SILVA LIMA","ANAJÁS","PMN","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
29,330,"ROSIVALDO MOREIRA TRINDADE","TAILÂNDIA","PC do B","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
30,3357.68,"JESSE VIRGOLINO ROCHA","SANTA MARIA DAS BARREIRAS","PSL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
31,685,"ERICA SOUSA SCALABRIN","RURÓPOLIS","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
32,3750,"TIAGO OLIVEIRA DE MORAES","OEIRAS DO PARÁ","PSD","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,1341.5,"DAVI COSTA DA SILVA","OURILÂNDIA DO NORTE","PSB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
31,790.9,"EDELSON MATOS PRESTES","MÃE DO RIO","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
31,1225.2,"DAELSON ARRUDA DA SILVA","CUMARU DO NORTE","MDB","MA","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BRANCA","N","S","ELEITO"
38,400,"RONICLEI DUQUE","FARO","PTB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
46,1850,"ALZENIR DOS SANTOS SILVA MORAIS","ULIANÓPOLIS","PSB","GO","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","N","NÃO ELEITO"
36,500,"FABIO JUNIOR ALVES  VIANA","SANTA MARIA DAS BARREIRAS","PTB","PI","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
30,5260,"SILAS SILVA LIMA","NOVO PROGRESSO","PATRIOTA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
32,1000,"ANTONIO VALSIMAR CAMPOS PINTO","SANTA BÁRBARA DO PARÁ","PP","MA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
32,2564,"PAULO JÚNIO NUNES CORTÊS","TUCUMÃ","PSB","GO","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
28,1503.36,"NIVALDO DE OLIVEIRA SALES","CURUÁ","PT","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,1444,"EZEQUIAS ANTONIO DA SILVA JESUS","FLORESTA DO ARAGUAIA","PL","PA","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
31,3345,"JOHN PABLO DOS SANTOS OLIVEIRA","BREVES","PP","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,4700,"GILVANA PANTOJA DE SOUZA","IGARAPÉ-MIRI","PROS","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
33,3175.2,"ADRIANA AGUIAR DA SILVA","SANTA MARIA DAS BARREIRAS","PL","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
31,2699.25,"ADIEL DA SILVA CORDEIRO","ULIANÓPOLIS","PSDB","PA","MASCULINO","LÊ E ESCREVE","CASADO(A)","PRETA","N","S","NÃO ELEITO"
30,150,"IVANEIDE AGUIAR DOS SANTOS","PACAJÁ","PATRIOTA","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,6314.7,"CELMA MACHADO PIRES","LIMOEIRO DO AJURU","PSC","PA","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
47,6097.75,"AURELIO ALVES JACINTO RODRIGUES","ANANINDEUA","REPUBLICANOS","RJ","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","ELEITO"
21,2550.35,"GLENDA SUZANE FARIAS SOARES","PRAINHA","PSD","PA","FEMININO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
32,264.35,"MARCOS FLÁVIO PEREIRA DE QUADROS","TAILÂNDIA","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
34,550,"EDENIAS SOUSA OLIVEIRA","BARCARENA","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
37,3402.61,"MARIA CLÁUDIA PAIVA COSTA CANTANHEDE","SANTA MARIA DAS BARREIRAS","PSL","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
38,1649.27,"ELIELSON BARROS DA SILVA","TAILÂNDIA","PT","MA","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PRETA","N","S","NÃO ELEITO"
34,407.7,"ELIANA LIMA DA SILVA","AURORA DO PARÁ","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,200,"PEDRO FILHO DE SOUZA CORDEIRO","AURORA DO PARÁ","SOLIDARIEDADE","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
30,1280,"JOCIANE SOUZA TAVARES","SALINÓPOLIS","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
33,800,"FRANCISCO CLEISON GOMES ARAÚJO","GARRAFÃO DO NORTE","PTB","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
33,260,"RAIMUNDA EUZIENE RIBEIRO FERREIRA","GARRAFÃO DO NORTE","MDB","PA","FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
31,900,"TIAGO LEAL DE OLIVEIRA","MEDICILÂNDIA","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","BRANCA","N","S","NÃO ELEITO"
44,500,"JOAO LIMA URBANO","BREVES","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
30,1500,"ROSIVALDO LAGES BARBOSA","CURUÁ","PTB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
31,350,"DIONE FERNANDO DA SILVA","TRACUATEUA","PSC","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
32,1150,"EDIMILTON DE FREITAS MEDEIROS","BAIÃO","PSD","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
38,2600,"JUVENAL NETO ARAUJO DE SOUSA","BREU BRANCO","PSD","TO","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
33,1774.4,"CLEONICE NEVES BATISTA","CAMETÁ","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","N","NÃO ELEITO"
42,350,"FRANCISCO PEDRO FERNANDES GONCALVES","SANTA MARIA DO PARÁ","PSD","CE","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
32,440,"ANTONIO ISOMAR DOS SANTOS SOARES","SÃO MIGUEL DO GUAMÁ","PSC","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
34,1000,"JEDILSON CARVALHO DE JESUS","CURRALINHO","PROS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
32,500,"JESSE LOPES MESQUITA","ALENQUER","PODE","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
34,488.65,"SEBASTIÃO DOS SANTOS SILVA","BAGRE","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
34,924,"SIMONE PEREIRA NUNES","SAPUCAIA","PDT","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","DIVORCIADO(A)","PARDA","N","S","NÃO ELEITO"
35,150,"RONALDO POMBO DE CARVALHO","GURUPÁ","PSD","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,1415,"RENAN BRONI DOS SANTOS","MONTE ALEGRE","PATRIOTA","PA","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
35,5000,"ELADIO NASCIMENTO DA SILVA","IPIXUNA DO PARÁ","PC do B","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
36,2000,"MARCELE CRISTINA BOTELHO LIMA","CURUÇÁ","REPUBLICANOS","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
35,500,"CARLA ROMANA GONCALVES REIS","AUGUSTO CORRÊA","PT","PA","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
27,11153.2,"CIRO DE SOUZA BRITO","SANTARÉM","PT","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
30,1274,"JOSE DA SILVA REIS","SAPUCAIA","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
36,200,"RAIMUNDO AUGUSTO CRUZ DA SILVA","CURUÁ","REPUBLICANOS","PA","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
30,2298.6,"RAFAELA FERREIRA DE ARAUJO","XINGUARA","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
36,8000,"ROSANGELA FERREIRA DE ANDRADE","PARAGOMINAS","PSD","MA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
46,3020,"JUANILHA MARIA NERES DIAS","TRAIRÃO","PSDB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,400,"JOÃO LOPES DO NASCIMENTO FILHO","MOJUÍ DOS CAMPOS","PDT","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
31,1398.6,"CLEICE DO SOCORRO DA CUNHA NASCIMENTO","SÃO DOMINGOS DO CAPIM","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
30,5000,"JOSE RONALDO ALVES DA MOTA FILHO","CASTANHAL","SOLIDARIEDADE","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
32,80,"PAMELA CAMILA CARDOSO DE OLIVEIRA","ANANINDEUA","DEM","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
34,2700,"JUSCEILDE DE SOUSA RODRIGUES","ULIANÓPOLIS","PSDB","PE","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","N","NÃO ELEITO"
29,1043,"ANA JHENEFER DE ALMEIDA GOMES","ABAETETUBA","PV","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","N","NÃO ELEITO"
32,949,"RAMON PINHEIRO SOUZA","IGARAPÉ-AÇU","MDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","ELEITO"
31,2450,"KAROLINE ALMEIDA FURTADO","MOJU","PSD","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
30,1200,"LENILDA DA ROCHA CARVALHO","ÁGUA AZUL DO NORTE","PSDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","BRANCA","N","N","NÃO ELEITO"
31,100.4,"MARIA CARLENE DE SOUSA COUTINHO","MÃE DO RIO","AVANTE","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
30,3120,"ADRIANA DA SILVA LIMA","REDENÇÃO","PSB","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
30,7500,"DANIELLE PINA DE ALMEIDA","ANANINDEUA","CIDADANIA","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
29,99.9,"DANILO ALVES DE SOUZA","SANTA MARIA DAS BARREIRAS","PSD","MT","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
27,10284.9,"DILEAN LAVEZZO BARBOSA","NOVO PROGRESSO","PATRIOTA","PR","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
31,1758.04,"MARELI DA COSTA PEREIRA","ABAETETUBA","PSOL","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
32,1650,"FABRÍCIO MONTEIRO DO ROSÁRIO","TRACUATEUA","PSOL","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
21,1200,"JÉSSICA MAYNARA COSTA DA COSTA","BELTERRA","PSDB","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
32,370,"ADRIANA FONSECA SILVA","SOURE","PSC","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
33,150,"NARCISO PACHECO ASSUNÇÃO NETO","SÃO SEBASTIÃO DA BOA VISTA","CIDADANIA","PA","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
48,2444,"JOÃO BATISTA FERREIRA DE ABREU","FLORESTA DO ARAGUAIA","PL","TO","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
32,709.7,"SENAZAR GALVAO GUIMARAES","SANTARÉM","PL","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
30,898.6,"LAYSE DE MORAES BRAGA","SANTA BÁRBARA DO PARÁ","PT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
30,650,"ROVILSON RODRIGUES DE SOUSA JUNIOR","BONITO","PTB","PA","MASCULINO","LÊ E ESCREVE","SOLTEIRO(A)","BRANCA","N","N","ELEITO"
28,634.4,"TÁSSIA GEOVANNA BORGES LOPES","CAPANEMA","PSD","PA","FEMININO","ENSINO MÉDIO COMPLETO","SEPARADO(A) JUDICIALMENTE","PARDA","N","S","NÃO ELEITO"
32,2700,"RAYLANE DOS SANTOS SOARES","JACUNDÁ","PSD","PA","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PARDA","S","S","ELEITO"
35,240,"JOSIVANE DOS SANTOS TRINDADE","COLARES","PMN","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
42,172.4,"IRONEIDE LIMA EVANGELISTA","REDENÇÃO","PDT","MA","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","BRANCA","N","S","NÃO ELEITO"
29,1841,"JOSIELE VIEIRA CASTRO","ALENQUER","PDT","PA","FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
35,150,"ROBSON QUADROS DA SILVA","MARAPANIM","REPUBLICANOS","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
29,2600,"DANIEL LACERDA SILVA","SANTANA DO ARAGUAIA","PSB","PA","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","PARDA","N","S","NÃO ELEITO"
30,5200,"SABRINA NATHACHI SOUZA VIRGOLINO","BELÉM","SOLIDARIEDADE","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
51,840,"MARLUCIA DE NAZARE DOS SANTOS FERREIRA","PONTA DE PEDRAS","PROS","PA","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
30,33700,"JAMIESON DA PAZ LEITTE","ANANINDEUA","PSC","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
58,5094.27,"EDSON CARLOTA MARIA","REDENÇÃO","PT","MG","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRETA","N","S","NÃO ELEITO"
33,2000,"ANDRE LUIZ MONTEIRO PIRES","CURUÇÁ","PSDB","PA","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
30,700,"VALCIRENE GONÇALVES DE AZEVEDO","ANAJÁS","PSDB","PA","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PRETA","N","S","NÃO ELEITO"
31,120,"DANIEL DOS SANTOS SILVA","MUANÁ","AVANTE","PA","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PARDA","N","S","NÃO ELEITO"
